,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE,SHAPE
1865,MLS Listing,Single Family Residential,Portland,OR,97229.0,539995.0,4.0,2.5,ABBEY CREEK IN BETHANY,2297.0,3049.0,2018.0,10.0,235.0,37.0,Active,RMLS,18401204,45.58407713876745,-122.84204986123255,"{'spatialReference': {'wkid': 4326}, 'x': -122.84204986123255, 'y': 45.58407713876745}"
1869,MLS Listing,Single Family Residential,Portland,OR,97236.0,543900.0,4.0,3.5,Portland Southeast,3178.0,6969.0,2018.0,68.0,171.0,50.0,Active,RMLS,18185257,45.4775359258747,-122.48513707412532,"{'spatialReference': {'wkid': 4326}, 'x': -122.48513707412532, 'y': 45.4775359258747}"
1874,MLS Listing,Single Family Residential,Portland,OR,97229.0,545000.0,4.0,2.5,NW Washington Co or Sauvie Island,2263.0,5227.0,2002.0,49.0,241.0,13.0,Active,RMLS,18056844,45.560853630430856,-122.81300776956915,"{'spatialReference': {'wkid': 4326}, 'x': -122.81300776956915, 'y': 45.560853630430856}"
1879,MLS Listing,Single Family Residential,Tigard,OR,97224.0,545000.0,3.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2743.0,3920.0,2004.0,14.0,199.0,70.0,Active,RMLS,18158997,45.42901186273417,-122.78405223726584,"{'spatialReference': {'wkid': 4326}, 'x': -122.78405223726584, 'y': 45.42901186273417}"
1881,MLS Listing,Single Family Residential,Portland,OR,97229.0,548500.0,5.0,3.5,NW Washington Co or Sauvie Island,2245.0,3484.0,2011.0,6.0,244.0,48.0,Active,RMLS,18089346,45.53598967462599,-122.76627372537402,"{'spatialReference': {'wkid': 4326}, 'x': -122.76627372537402, 'y': 45.53598967462599}"
1888,MLS Listing,Single Family Residential,Portland,OR,97220.0,549000.0,4.0,4.5,Portland Northeast,2956.0,6969.0,2018.0,33.0,186.0,0.0,Active,RMLS,18432056,45.58350987642502,-122.51110502357496,"{'spatialReference': {'wkid': 4326}, 'x': -122.51110502357496, 'y': 45.58350987642502}"
1893,MLS Listing,Single Family Residential,Portland,OR,97217.0,549000.0,3.0,2.5,Portland North,2484.0,3484.0,2018.0,72.0,221.0,0.0,Active,RMLS,18248238,45.59564511529121,-122.66038208470876,"{'spatialReference': {'wkid': 4326}, 'x': -122.66038208470876, 'y': 45.59564511529121}"
1896,MLS Listing,Townhouse,Portland,OR,97217.0,549000.0,3.0,3.5,MISSISSIPPI,2428.0,2613.0,2014.0,8.0,226.0,0.0,Active,RMLS,18042235,45.58461945741461,-122.6505169425854,"{'spatialReference': {'wkid': 4326}, 'x': -122.6505169425854, 'y': 45.58461945741461}"
1902,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,549900.0,4.0,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3138.0,5662.0,2018.0,7.0,175.0,0.0,Active,RMLS,18376736,45.408037348558096,-122.65146865144192,"{'spatialReference': {'wkid': 4326}, 'x': -122.65146865144192, 'y': 45.408037348558096}"
1903,MLS Listing,Single Family Residential,Portland,OR,97266.0,549900.0,5.0,3.5,Portland Southeast,2306.0,5227.0,2018.0,311.0,238.0,0.0,Active,RMLS,17468803,45.52709752716018,-122.51307027283984,"{'spatialReference': {'wkid': 4326}, 'x': -122.51307027283984, 'y': 45.52709752716018}"
1910,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,549900.0,4.0,3.5,Oatfield Acres,3138.0,5662.0,2018.0,147.0,175.0,0.0,Active,RMLS,18002685,45.42964924327917,-122.63009175672084,"{'spatialReference': {'wkid': 4326}, 'x': -122.63009175672084, 'y': 45.42964924327917}"
1915,MLS Listing,Single Family Residential,Portland,OR,97219.0,549900.0,5.0,2.5,"Portland West, Raleigh Hills",2220.0,7405.0,2016.0,56.0,248.0,0.0,Active,RMLS,18609084,45.4759130381649,-122.6974422618351,"{'spatialReference': {'wkid': 4326}, 'x': -122.6974422618351, 'y': 45.4759130381649}"
1921,MLS Listing,Single Family Residential,Portland,OR,97206.0,550000.0,5.0,2.5,Portland Southeast,2758.0,8712.0,2000.0,61.0,199.0,0.0,Active,RMLS,18115705,45.47819596022556,-122.62158123977444,"{'spatialReference': {'wkid': 4326}, 'x': -122.62158123977444, 'y': 45.47819596022556}"
1932,MLS Listing,Single Family Residential,Tigard,OR,97224.0,550000.0,3.0,2.5,MADELINE HEIGHTS,2567.0,6969.0,2018.0,13.0,214.0,0.0,Active,RMLS,18197366,45.41598450704929,-122.8089154929507,"{'spatialReference': {'wkid': 4326}, 'x': -122.8089154929507, 'y': 45.41598450704929}"
1934,MLS Listing,Single Family Residential,Portland,OR,97219.0,550000.0,4.0,2.5,"Portland West, Raleigh Hills",2460.0,7405.0,2008.0,12.0,224.0,0.0,Active,RMLS,18367807,45.437122475562575,-122.7297337244374,"{'spatialReference': {'wkid': 4326}, 'x': -122.7297337244374, 'y': 45.437122475562575}"
1935,MLS Listing,Single Family Residential,Portland,OR,97216.0,550000.0,7.0,4.0,Portland Southeast,3038.0,6969.0,2018.0,94.0,181.0,0.0,Active,RMLS,18289907,45.528433728112766,-122.56567497188723,"{'spatialReference': {'wkid': 4326}, 'x': -122.56567497188723, 'y': 45.528433728112766}"
1941,New Construction Home,Single Family Residential,Tigard,OR,97224.0,550000.0,3.0,2.5,Madeline Heights,2567.0,6969.0,2018.0,114.0,214.0,0.0,Active,NewHomeSource.com,1456193,45.44958509122555,-122.77504360877444,"{'spatialReference': {'wkid': 4326}, 'x': -122.77504360877444, 'y': 45.44958509122555}"
1948,MLS Listing,Single Family Residential,Portland,OR,97229.0,554995.0,5.0,3.5,ORCHARDS AT ABBEY CREEK,2693.0,6969.0,2018.0,2.0,206.0,55.0,Active,RMLS,18047073,45.57960535290568,-122.84000864709432,"{'spatialReference': {'wkid': 4326}, 'x': -122.84000864709432, 'y': 45.57960535290568}"
1950,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,555000.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2155.0,6969.0,2018.0,110.0,258.0,0.0,Active,RMLS,18379344,45.38219414422589,-122.6169798557741,"{'spatialReference': {'wkid': 4326}, 'x': -122.6169798557741, 'y': 45.38219414422589}"
1952,MLS Listing,Single Family Residential,Portland,OR,97224.0,556500.0,4.0,2.5,ARBOR POINTE,2507.0,4356.0,2013.0,84.0,222.0,125.0,Active,RMLS,18487228,45.43830358727407,-122.81953081272594,"{'spatialReference': {'wkid': 4326}, 'x': -122.81953081272594, 'y': 45.43830358727407}"
1956,MLS Listing,Townhouse,Portland,OR,97217.0,559000.0,4.0,3.5,ARBOR LODGE,2304.0,2613.0,2010.0,8.0,243.0,0.0,Active,RMLS,18123653,45.57233526976755,-122.69069303023248,"{'spatialReference': {'wkid': 4326}, 'x': -122.69069303023248, 'y': 45.57233526976755}"
1960,MLS Listing,Townhouse,Portland,OR,97211.0,559500.0,3.0,2.5,Portland Northeast,2348.0,1742.0,2007.0,5.0,238.0,0.0,Active,RMLS,18310961,45.58043916744701,-122.645921232553,"{'spatialReference': {'wkid': 4326}, 'x': -122.645921232553, 'y': 45.58043916744701}"
1963,MLS Listing,Single Family Residential,Portland,OR,97206.0,559900.0,4.0,2.5,Portland Southeast,2159.0,6969.0,2018.0,22.0,259.0,0.0,Active,RMLS,18671543,45.489292844183005,-122.593960555817,"{'spatialReference': {'wkid': 4326}, 'x': -122.593960555817, 'y': 45.489292844183005}"
1964,MLS Listing,Single Family Residential,Portland,OR,97229.0,559995.0,5.0,3.0,ABBEY CREEK IN BETHANY,2506.0,3920.0,2018.0,37.0,223.0,34.0,Active,RMLS,18384430,45.57911607761324,-122.84588592238676,"{'spatialReference': {'wkid': 4326}, 'x': -122.84588592238676, 'y': 45.57911607761324}"
1968,MLS Listing,Single Family Residential,Portland,OR,97236.0,562888.0,4.0,4.0,Portland Southeast,3459.0,13939.0,2003.0,29.0,163.0,0.0,Active,RMLS,18292179,45.46918439541717,-122.49780070458284,"{'spatialReference': {'wkid': 4326}, 'x': -122.49780070458284, 'y': 45.46918439541717}"
1969,MLS Listing,Single Family Residential,Portland,OR,97229.0,562995.0,5.0,3.0,ABBEY CREEK IN BETHANY,2506.0,6969.0,2018.0,68.0,225.0,34.0,Active,RMLS,18545728,45.59753908050923,-122.82744341949078,"{'spatialReference': {'wkid': 4326}, 'x': -122.82744341949078, 'y': 45.59753908050923}"
1971,MLS Listing,Single Family Residential,Portland,OR,97229.0,564900.0,3.0,2.5,BAUER HIGHLANDS,2550.0,3920.0,2002.0,13.0,222.0,20.0,Active,RMLS,18317933,45.5424009273571,-122.8157818726429,"{'spatialReference': {'wkid': 4326}, 'x': -122.8157818726429, 'y': 45.5424009273571}"
1974,MLS Listing,Single Family Residential,Portland,OR,97229.0,564995.0,4.0,2.5,GRACE HOLLOW II AT ABBEY CREEK,2348.0,3920.0,2018.0,71.0,241.0,74.0,Active,RMLS,18131614,45.539207728270384,-122.7792962717296,"{'spatialReference': {'wkid': 4326}, 'x': -122.7792962717296, 'y': 45.539207728270384}"
1980,MLS Listing,Townhouse,Portland,OR,97229.0,565000.0,2.0,2.5,FOREST HEIGHTS,2171.0,2613.0,2000.0,49.0,260.0,49.0,Active,RMLS,18359207,45.56027618800766,-122.75944481199234,"{'spatialReference': {'wkid': 4326}, 'x': -122.75944481199234, 'y': 45.56027618800766}"
1982,MLS Listing,Single Family Residential,Portland,OR,97236.0,565000.0,4.0,2.5,Portland Southeast,2417.0,6098.0,2002.0,56.0,234.0,34.0,Active,RMLS,18188909,45.46578905767714,-122.50199774232289,"{'spatialReference': {'wkid': 4326}, 'x': -122.50199774232289, 'y': 45.46578905767714}"
1984,MLS Listing,Single Family Residential,Portland,OR,97229.0,565000.0,4.0,2.5,NW Washington Co or Sauvie Island,3002.0,6534.0,2003.0,24.0,188.0,0.0,Active,RMLS,18257295,45.54809100823263,-122.77925969176736,"{'spatialReference': {'wkid': 4326}, 'x': -122.77925969176736, 'y': 45.54809100823263}"
1987,MLS Listing,Single Family Residential,Portland,OR,97203.0,569000.0,3.0,2.5,CATHEDRAL PARK/ST JOHNS,2160.0,4356.0,2005.0,83.0,263.0,0.0,Active,RMLS,18454489,45.60818610463321,-122.73948229536678,"{'spatialReference': {'wkid': 4326}, 'x': -122.73948229536678, 'y': 45.60818610463321}"
1989,MLS Listing,Single Family Residential,Portland,OR,97236.0,569000.0,3.0,2.5,CEDAR BRIDGE ESTATES,4174.0,12196.0,2003.0,132.0,136.0,0.0,Active,RMLS,18644320,45.45733706423654,-122.52991873576346,"{'spatialReference': {'wkid': 4326}, 'x': -122.52991873576346, 'y': 45.45733706423654}"
1995,MLS Listing,Single Family Residential,Portland,OR,97206.0,569900.0,4.0,2.5,Portland Southeast,2160.0,6969.0,2018.0,1.0,264.0,0.0,Active,RMLS,18103930,45.47436273963438,-122.61044146036562,"{'spatialReference': {'wkid': 4326}, 'x': -122.61044146036562, 'y': 45.47436273963438}"
2000,MLS Listing,Single Family Residential,Portland,OR,97223.0,569900.0,4.0,3.5,Heights 02,3022.0,5227.0,2001.0,34.0,189.0,0.0,Active,RMLS,18213089,45.47486935902024,-122.78707124097976,"{'spatialReference': {'wkid': 4326}, 'x': -122.78707124097976, 'y': 45.47486935902024}"
2001,MLS Listing,Single Family Residential,Portland,OR,97210.0,569995.0,4.0,2.5,GRACE HOLLOW II AT ABBEY CREEK,2301.0,6969.0,2018.0,38.0,248.0,74.0,Active,RMLS,18436725,45.58578214558854,-122.84034585441144,"{'spatialReference': {'wkid': 4326}, 'x': -122.84034585441144, 'y': 45.58578214558854}"
2003,MLS Listing,Single Family Residential,Tigard,OR,97223.0,570000.0,4.0,2.5,SW Portland/Tigard,2777.0,9147.0,2005.0,16.0,205.0,0.0,Active,RMLS,18217493,45.478871904775446,-122.72370269522456,"{'spatialReference': {'wkid': 4326}, 'x': -122.72370269522456, 'y': 45.478871904775446}"
2011,MLS Listing,Single Family Residential,Portland,OR,97202.0,574900.0,3.0,2.5,CRESTON - KENILWORTH,2019.0,3049.0,2018.0,7.0,285.0,0.0,Active,RMLS,18534351,45.50790348809899,-122.612406511901,"{'spatialReference': {'wkid': 4326}, 'x': -122.612406511901, 'y': 45.50790348809899}"
2015,MLS Listing,Single Family Residential,Portland,OR,97217.0,574900.0,4.0,2.5,ARBOR LODGE,2201.0,2613.0,2015.0,41.0,261.0,0.0,Active,RMLS,18391773,45.57846972391675,-122.68578867608326,"{'spatialReference': {'wkid': 4326}, 'x': -122.68578867608326, 'y': 45.57846972391675}"
2017,MLS Listing,Townhouse,Portland,OR,97206.0,574900.0,4.0,3.5,Portland Southeast,2122.0,2613.0,2018.0,217.0,271.0,0.0,Active,RMLS,17138243,45.50090254490788,-122.6074070550921,"{'spatialReference': {'wkid': 4326}, 'x': -122.6074070550921, 'y': 45.50090254490788}"
2035,MLS Listing,Single Family Residential,Portland,OR,97224.0,575000.0,3.0,2.5,PARK PLACE ESTATES,2257.0,6969.0,2018.0,81.0,255.0,0.0,Active,RMLS,18580547,45.43600858669721,-122.8111864133028,"{'spatialReference': {'wkid': 4326}, 'x': -122.8111864133028, 'y': 45.43600858669721}"
2038,MLS Listing,Single Family Residential,Portland,OR,97218.0,575000.0,4.0,2.5,CULLY,2265.0,6098.0,2018.0,66.0,254.0,0.0,Active,RMLS,18385584,45.556491331055085,-122.58800866894492,"{'spatialReference': {'wkid': 4326}, 'x': -122.58800866894492, 'y': 45.556491331055085}"
2044,New Construction Home,Single Family Residential,Portland,OR,97229.0,577995.0,5.0,3.5,The Meadows II at Abbey Creek,2952.0,6969.0,2018.0,2.0,196.0,0.0,Active,NewHomeSource.com,1516748,45.58575769729313,-122.83843460270684,"{'spatialReference': {'wkid': 4326}, 'x': -122.83843460270684, 'y': 45.58575769729313}"
2048,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,579000.0,4.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3060.0,9147.0,2007.0,77.0,189.0,0.0,Active,RMLS,18108097,45.41322323504361,-122.65818916495638,"{'spatialReference': {'wkid': 4326}, 'x': -122.65818916495638, 'y': 45.41322323504361}"
2055,MLS Listing,Single Family Residential,Portland,OR,97229.0,579500.0,5.0,3.5,Cornell Heights,3034.0,3920.0,2013.0,27.0,191.0,48.0,Active,RMLS,18343244,45.541733405565545,-122.75924249443447,"{'spatialReference': {'wkid': 4326}, 'x': -122.75924249443447, 'y': 45.541733405565545}"
2061,MLS Listing,Single Family Residential,Portland,OR,97217.0,579950.0,4.0,2.5,KENTON,2113.0,5662.0,2018.0,15.0,274.0,0.0,Active,RMLS,18518261,45.60381444381407,-122.67985235618596,"{'spatialReference': {'wkid': 4326}, 'x': -122.67985235618596, 'y': 45.60381444381407}"
2062,MLS Listing,Single Family Residential,Tigard,OR,97224.0,580000.0,4.0,2.5,MADELINE HEIGHTS,2832.0,6969.0,2018.0,13.0,205.0,0.0,Active,RMLS,18496090,45.41494636944591,-122.80995363055408,"{'spatialReference': {'wkid': 4326}, 'x': -122.80995363055408, 'y': 45.41494636944591}"
2063,MLS Listing,Single Family Residential,Tigard,OR,97224.0,580000.0,4.0,2.5,MADELINE HEIGHTS,2832.0,6969.0,2018.0,13.0,205.0,0.0,Active,RMLS,18084407,45.41785469628157,-122.8070453037184,"{'spatialReference': {'wkid': 4326}, 'x': -122.8070453037184, 'y': 45.41785469628157}"
2065,MLS Listing,Single Family Residential,Portland,OR,97266.0,584900.0,4.0,3.5,Deerhaven Estates Sub,3867.0,7840.0,2006.0,58.0,151.0,0.0,Active,RMLS,18622197,45.46503464096083,-122.54152365903916,"{'spatialReference': {'wkid': 4326}, 'x': -122.54152365903916, 'y': 45.46503464096083}"
2066,MLS Listing,Single Family Residential,Portland,OR,97229.0,584995.0,5.0,2.5,GRACE HOLLOW II AT ABBEY CREEK,2547.0,4356.0,2018.0,74.0,230.0,74.0,Active,RMLS,18590953,45.48361610399853,-122.70380378735848,"{'spatialReference': {'wkid': 4326}, 'x': -122.70380378735848, 'y': 45.48361610399853}"
2067,MLS Listing,Single Family Residential,Portland,OR,97229.0,584995.0,5.0,3.5,ABBEY CREEK IN BETHANY,3048.0,3049.0,2019.0,16.0,192.0,37.0,Active,RMLS,18548575,45.5814878292825,-122.84289287071748,"{'spatialReference': {'wkid': 4326}, 'x': -122.84289287071748, 'y': 45.5814878292825}"
2068,MLS Listing,Single Family Residential,Portland,OR,97229.0,584995.0,4.0,3.0,NW Washington Co or Sauvie Island,2509.0,6969.0,2018.0,9.0,233.0,74.0,Active,RMLS,18361209,45.50623024533183,-122.68118964602516,"{'spatialReference': {'wkid': 4326}, 'x': -122.68118964602516, 'y': 45.50623024533183}"
2069,MLS Listing,Single Family Residential,Portland,OR,97229.0,585000.0,5.0,4.0,BANNISTER CREEK / NW PORTLAND,3794.0,5227.0,2004.0,31.0,154.0,18.0,Active,RMLS,18190102,45.5591252736707,-122.8046690263293,"{'spatialReference': {'wkid': 4326}, 'x': -122.8046690263293, 'y': 45.5591252736707}"
2078,MLS Listing,Single Family Residential,Portland,OR,97229.0,588900.0,4.0,2.5,NW Washington Co or Sauvie Island,2328.0,3484.0,2016.0,21.0,253.0,34.0,Active,RMLS,18306032,45.58435579605704,-122.83765790394295,"{'spatialReference': {'wkid': 4326}, 'x': -122.83765790394295, 'y': 45.58435579605704}"
2086,MLS Listing,Single Family Residential,Happy Valley,OR,97086.0,589900.0,4.0,4.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3856.0,11761.0,2005.0,83.0,153.0,70.0,Active,RMLS,18546456,45.46303607988232,-122.56080632011768,"{'spatialReference': {'wkid': 4326}, 'x': -122.56080632011768, 'y': 45.46303607988232}"
2087,MLS Listing,Single Family Residential,Portland,OR,97236.0,589900.0,4.0,3.5,Portland Southeast,4623.0,10890.0,2004.0,272.0,128.0,0.0,Active,RMLS,17218625,45.5065191836265,-122.4609496163735,"{'spatialReference': {'wkid': 4326}, 'x': -122.4609496163735, 'y': 45.5065191836265}"
2096,MLS Listing,Single Family Residential,Portland,OR,97229.0,594900.0,5.0,3.5,BONNY SLOPE / Haydon Highlands,3567.0,3049.0,2006.0,57.0,167.0,64.0,Active,RMLS,18360477,45.54899618685774,-122.78179771314224,"{'spatialReference': {'wkid': 4326}, 'x': -122.78179771314224, 'y': 45.54899618685774}"
2104,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,599000.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2681.0,10454.0,2006.0,56.0,223.0,0.0,Active,RMLS,18447320,45.40757821535672,-122.61296378464328,"{'spatialReference': {'wkid': 4326}, 'x': -122.61296378464328, 'y': 45.40757821535672}"
2112,MLS Listing,Single Family Residential,Portland,OR,97230.0,599000.0,5.0,4.0,Portland Northeast,3758.0,11325.0,2007.0,13.0,159.0,0.0,Active,RMLS,18127206,45.5356087075502,-122.5128111924498,"{'spatialReference': {'wkid': 4326}, 'x': -122.5128111924498, 'y': 45.5356087075502}"
2122,MLS Listing,Single Family Residential,Portland,OR,97219.0,599000.0,4.0,3.5,SOUTH BURLINGAME,2803.0,3920.0,2004.0,1.0,214.0,0.0,Active,RMLS,18489822,45.46946482445989,-122.68869077554008,"{'spatialReference': {'wkid': 4326}, 'x': -122.68869077554008, 'y': 45.46946482445989}"
2124,MLS Listing,Single Family Residential,Portland,OR,97229.0,599000.0,4.0,2.5,NW Washington Co or Sauvie Island,2411.0,7840.0,2002.0,40.0,248.0,0.0,Active,RMLS,18218285,45.5329409796617,-122.76590082033827,"{'spatialReference': {'wkid': 4326}, 'x': -122.76590082033827, 'y': 45.5329409796617}"
2127,MLS Listing,Single Family Residential,Portland,OR,97236.0,599000.0,4.0,2.5,PLEASANT VALLEY,2748.0,10018.0,2016.0,62.0,218.0,0.0,Active,RMLS,18647011,45.45079061620612,-122.52846348379389,"{'spatialReference': {'wkid': 4326}, 'x': -122.52846348379389, 'y': 45.45079061620612}"
2147,MLS Listing,Single Family Residential,Portland,OR,97219.0,599900.0,3.0,2.5,"Portland West, Raleigh Hills",2537.0,10018.0,2006.0,27.0,236.0,0.0,Active,RMLS,18193927,45.44852020669826,-122.73258359330175,"{'spatialReference': {'wkid': 4326}, 'x': -122.73258359330175, 'y': 45.44852020669826}"
2150,MLS Listing,Single Family Residential,Portland,OR,97218.0,599900.0,4.0,2.5,CULLY,2112.0,9147.0,2010.0,76.0,284.0,0.0,Active,RMLS,18595550,45.572888292978654,-122.59231630702136,"{'spatialReference': {'wkid': 4326}, 'x': -122.59231630702136, 'y': 45.572888292978654}"
2153,MLS Listing,Single Family Residential,Tigard,OR,97224.0,599900.0,5.0,4.0,FRENCH PRAIRIE VINEYARDS,3602.0,6534.0,2008.0,139.0,167.0,0.0,Active,RMLS,18317847,45.41149459063343,-122.83068920936655,"{'spatialReference': {'wkid': 4326}, 'x': -122.83068920936655, 'y': 45.41149459063343}"
2157,MLS Listing,Single Family Residential,Portland,OR,97213.0,599900.0,3.0,2.5,Montavilla,2463.0,6969.0,2018.0,104.0,244.0,0.0,Active,RMLS,18108604,45.55007706032734,-122.57356653967268,"{'spatialReference': {'wkid': 4326}, 'x': -122.57356653967268, 'y': 45.55007706032734}"
2162,MLS Listing,Single Family Residential,Tigard,OR,97223.0,599900.0,4.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",3026.0,6098.0,2015.0,100.0,198.0,40.0,Active,RMLS,18410442,45.441042409771946,-122.76005439022804,"{'spatialReference': {'wkid': 4326}, 'x': -122.76005439022804, 'y': 45.441042409771946}"
2164,MLS Listing,Townhouse,Portland,OR,97206.0,599900.0,4.0,3.5,Portland Southeast,2193.0,2178.0,2018.0,119.0,274.0,0.0,Active,RMLS,17515218,45.49661651573723,-122.61146848426276,"{'spatialReference': {'wkid': 4326}, 'x': -122.61146848426276, 'y': 45.49661651573723}"
2170,MLS Listing,Single Family Residential,Portland,OR,97213.0,599950.0,4.0,3.0,ROSE CITY PARK,2708.0,3049.0,2011.0,1.0,222.0,0.0,Active,RMLS,18578497,45.58107283525381,-122.5528704647462,"{'spatialReference': {'wkid': 4326}, 'x': -122.5528704647462, 'y': 45.58107283525381}"
2171,MLS Listing,Single Family Residential,Portland,OR,97229.0,599950.0,5.0,3.5,BANNISTER HEIGHTS,4332.0,4791.0,2005.0,59.0,138.0,0.0,Active,RMLS,18293042,45.571874171724495,-122.7951874282755,"{'spatialReference': {'wkid': 4326}, 'x': -122.7951874282755, 'y': 45.571874171724495}"
2173,MLS Listing,Single Family Residential,Portland,OR,97229.0,599950.0,4.0,3.0,IRON RIDGE PARK,2646.0,6969.0,2011.0,48.0,227.0,30.0,Active,RMLS,18401105,45.538492884776986,-122.79557331522302,"{'spatialReference': {'wkid': 4326}, 'x': -122.79557331522302, 'y': 45.538492884776986}"
2175,MLS Listing,Condo/Co-op,Portland,OR,97206.0,599950.0,4.0,3.5,SOUTH TABOR,2381.0,6969.0,2018.0,48.0,252.0,60.0,Active,RMLS,18095097,45.52154308430325,-122.58658911569675,"{'spatialReference': {'wkid': 4326}, 'x': -122.58658911569675, 'y': 45.52154308430325}"
2177,MLS Listing,Single Family Residential,Portland,OR,97203.0,599999.0,4.0,3.5,UNIVERSITY PARK,2109.0,6969.0,2018.0,14.0,284.0,0.0,Active,RMLS,18030852,45.5955790877661,-122.71280141223389,"{'spatialReference': {'wkid': 4326}, 'x': -122.71280141223389, 'y': 45.5955790877661}"
2178,MLS Listing,Single Family Residential,Portland,OR,97203.0,599999.0,3.0,3.0,UNIVERSITY PARK,2880.0,3484.0,2010.0,72.0,208.0,0.0,Active,RMLS,18299685,45.58983297621316,-122.72145682378684,"{'spatialReference': {'wkid': 4326}, 'x': -122.72145682378684, 'y': 45.58983297621316}"
2184,MLS Listing,Townhouse,Portland,OR,97232.0,600000.0,2.0,2.5,"SULLIVAN'S GULCH, LLOYD CENTER",2110.0,1742.0,2000.0,6.0,284.0,0.0,Active,RMLS,18583483,45.53451114794528,-122.64783345205473,"{'spatialReference': {'wkid': 4326}, 'x': -122.64783345205473, 'y': 45.53451114794528}"
2192,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,610000.0,3.0,2.5,JENNINGS LODGE,2620.0,9583.0,2015.0,21.0,233.0,0.0,Active,RMLS,18171268,45.38741157232054,-122.63389112767948,"{'spatialReference': {'wkid': 4326}, 'x': -122.63389112767948, 'y': 45.38741157232054}"
2194,MLS Listing,Single Family Residential,Portland,OR,97266.0,614900.0,5.0,3.5,MT SCOTT,4230.0,7405.0,2006.0,112.0,145.0,0.0,Active,RMLS,18053604,45.45281543442696,-122.55222946557303,"{'spatialReference': {'wkid': 4326}, 'x': -122.55222946557303, 'y': 45.45281543442696}"
2195,MLS Listing,Single Family Residential,Portland,OR,97211.0,614900.0,4.0,2.5,SABIN/KING,2350.0,2178.0,2006.0,74.0,262.0,0.0,Active,RMLS,18622831,45.54151559697433,-122.67036830302568,"{'spatialReference': {'wkid': 4326}, 'x': -122.67036830302568, 'y': 45.54151559697433}"
2214,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97211.0,619900.0,6.0,4.0,Portland Northeast,2928.0,6969.0,2000.0,142.0,212.0,0.0,Active,RMLS,18586722,45.56377583474712,-122.65550066525286,"{'spatialReference': {'wkid': 4326}, 'x': -122.65550066525286, 'y': 45.56377583474712}"
2218,MLS Listing,Single Family Residential,Portland,OR,97211.0,620000.0,4.0,3.0,Portland Northeast,2969.0,4791.0,2018.0,126.0,209.0,0.0,Active,RMLS,18467321,45.56997849245669,-122.66015250754332,"{'spatialReference': {'wkid': 4326}, 'x': -122.66015250754332, 'y': 45.56997849245669}"
2219,MLS Listing,Single Family Residential,Portland,OR,97211.0,620000.0,4.0,3.0,Portland Northeast,2969.0,4791.0,2018.0,126.0,209.0,0.0,Active,RMLS,18383920,45.58313536826031,-122.64719163173967,"{'spatialReference': {'wkid': 4326}, 'x': -122.64719163173967, 'y': 45.58313536826031}"
2220,MLS Listing,Single Family Residential,Tigard,OR,97224.0,624900.0,6.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",3809.0,4791.0,2006.0,2.0,164.0,125.0,Active,RMLS,18599482,45.41612617446476,-122.84142802553524,"{'spatialReference': {'wkid': 4326}, 'x': -122.84142802553524, 'y': 45.41612617446476}"
2223,MLS Listing,Single Family Residential,Tigard,OR,97224.0,624900.0,5.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",3809.0,5662.0,2006.0,14.0,164.0,122.0,Active,RMLS,18500611,45.40496717826243,-122.85230822173756,"{'spatialReference': {'wkid': 4326}, 'x': -122.85230822173756, 'y': 45.40496717826243}"
2230,MLS Listing,Townhouse,Portland,OR,97239.0,625000.0,3.0,3.5,OHSU - Homestead,2509.0,2613.0,2005.0,49.0,249.0,0.0,Active,RMLS,18345364,45.52276451262178,-122.6692101873782,"{'spatialReference': {'wkid': 4326}, 'x': -122.6692101873782, 'y': 45.52276451262178}"
2231,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97206.0,625000.0,6.0,6.0,LENTS,2844.0,6969.0,2018.0,90.0,220.0,0.0,Active,RMLS,18116411,45.475148762192845,-122.57623023780717,"{'spatialReference': {'wkid': 4326}, 'x': -122.57623023780717, 'y': 45.475148762192845}"
